,region,sub-region,country,Date,max_temp_avg,min_temp_avg,2010-2015 (millions),2016-2020 (millions)
620,Northeast,New England,US,2017-09-01,76.14651,58.461975,0,0
621,Northeast,New England,US,2017-10-01,66.55485,49.371624,0,0
622,Northeast,New England,US,2017-11-01,53.514507,37.586212,0,0
623,Northeast,New England,US,2017-12-01,42.017296,27.360903,0,0
624,Northeast,New England,US,2018-01-01,40.195778,23.562857,0,0
625,Northeast,New England,US,2018-02-01,46.72872,29.193977,0,0
626,Northeast,New England,US,2018-03-01,49.48081,32.33441,0,0
627,Northeast,New England,US,2018-04-01,58.484093,38.418507,0,0
628,Northeast,New England,US,2018-05-01,75.25075,55.555325,0,0
629,Northeast,New England,US,2018-06-01,80.67021,61.7048,0,0
630,Northeast,New England,US,2018-07-01,84.311775,65.721565,0,0
631,Northeast,New England,US,2018-08-01,82.67504,65.13591,0,0
632,Northeast,New England,US,2018-09-01,76.80097,60.421917,0,0
633,Northeast,New England,US,2018-10-01,62.845207,47.35394,0,0
634,Northeast,New England,US,2018-11-01,48.028564,33.698154,0,0
635,Northeast,New England,US,2018-12-01,43.19066,29.248796,0,0
636,Northeast,New England,US,2019-01-01,39.73206,24.050486,0,0
637,Northeast,New England,US,2019-02-01,41.84358,25.524523,0,0
638,Northeast,New England,US,2019-03-01,48.798893,30.879896,0,0
639,Northeast,New England,US,2019-04-01,62.269325,43.275093,0,0
640,Northeast,New England,US,2019-05-01,69.7147,51.565434,0,0
641,Northeast,New England,US,2019-06-01,78.176506,59.66433,0,0
642,Northeast,New England,US,2019-07-01,84.53965,65.99333,0,0
643,Northeast,New England,US,2019-08-01,82.84969,64.44682,0,0
644,Northeast,New England,US,2019-09-01,78.86868,60.478626,0,0
645,Northeast,New England,US,2019-10-01,63.40115,46.442154,0,0
646,Northeast,New England,US,2019-11-01,50.071445,33.57839,0,0
647,Northeast,New England,US,2019-12-01,44.53673,29.925077,0,0
648,Northeast,New England,US,2020-01-01,43.038433,28.764698,0,0
649,Northeast,New England,US,2020-02-01,44.830307,28.132536,0,0
650,Northeast,New England,US,2020-03-01,55.099632,37.56728,0,0
651,Northeast,New England,US,2020-04-01,59.88827,40.586918,0,0
652,Northeast,New England,US,2020-05-01,69.80334,50.48561,0,0
653,Northeast,New England,US,2020-06-01,80.46792,60.878918,0,0
654,Northeast,New England,US,2020-07-01,85.53074,66.678604,0,0
655,Northeast,New England,US,2020-08-01,83.68024,65.03401,0,0
656,Northeast,New England,US,2020-09-01,76.037384,57.46468,0,0
657,Northeast,New England,US,2020-10-01,64.476654,47.113594,0,0
658,Northeast,New England,US,2020-11-01,56.240623,39.49886,0,0
659,Northeast,New England,US,2020-12-01,44.279423,29.150827,0,0
660,South,South Atlantic,US,2010-01-01,36.937668,22.68431,2,2
661,South,South Atlantic,US,2010-02-01,38.076675,23.072702,2,2
662,South,South Atlantic,US,2010-03-01,52.501175,34.194633,2,2
663,South,South Atlantic,US,2010-04-01,64.33341,44.25436,2,2
664,South,South Atlantic,US,2010-05-01,71.21372,52.538177,2,2
665,South,South Atlantic,US,2010-06-01,80.72977,62.77771,2,2
666,South,South Atlantic,US,2010-07-01,84.79057,66.902374,2,2
667,South,South Atlantic,US,2010-08-01,83.88784,66.07894,2,2
668,South,South Atlantic,US,2010-09-01,77.41048,59.109478,2,2
669,South,South Atlantic,US,2010-10-01,66.02441,48.25433,2,2
670,South,South Atlantic,US,2010-11-01,52.30418,36.416477,2,2
671,South,South Atlantic,US,2010-12-01,38.474895,24.863665,2,2
672,South,South Atlantic,US,2011-01-01,36.313534,21.066587,2,2
673,South,South Atlantic,US,2011-02-01,42.636295,24.629112,2,2
674,South,South Atlantic,US,2011-03-01,50.95763,33.4567,2,2
675,South,South Atlantic,US,2011-04-01,62.267063,43.468475,2,2
676,South,South Atlantic,US,2011-05-01,69.74315,51.4604,2,2
677,South,South Atlantic,US,2011-06-01,79.98577,61.15583,2,2
678,South,South Atlantic,US,2011-07-01,86.217705,67.62363,2,2
679,South,South Atlantic,US,2011-08-01,84.0087,65.868706,2,2
680,South,South Atlantic,US,2011-09-01,75.506004,58.293713,2,2
681,South,South Atlantic,US,2011-10-01,64.195885,47.466927,2,2
682,South,South Atlantic,US,2011-11-01,53.815475,38.06377,2,2
683,South,South Atlantic,US,2011-12-01,45.00038,30.273228,2,2
684,South,South Atlantic,US,2012-01-01,44.223515,27.548407,2,2
685,South,South Atlantic,US,2012-02-01,46.161205,29.881369,2,2
686,South,South Atlantic,US,2012-03-01,59.99025,41.062523,2,2
687,South,South Atlantic,US,2012-04-01,64.24842,44.52936,2,2
688,South,South Atlantic,US,2012-05-01,74.034744,54.765865,2,2
689,South,South Atlantic,US,2012-06-01,80.776474,60.855713,2,2
690,South,South Atlantic,US,2012-07-01,86.77108,68.06401,2,2
691,South,South Atlantic,US,2012-08-01,83.5526,64.89278,2,2
692,South,South Atlantic,US,2012-09-01,76.08401,57.84889,2,2
693,South,South Atlantic,US,2012-10-01,63.75408,47.426395,2,2
694,South,South Atlantic,US,2012-11-01,52.389538,36.02224,2,2
695,South,South Atlantic,US,2012-12-01,44.68894,31.060001,2,2
696,South,South Atlantic,US,2013-01-01,41.34425,25.305923,2,2
697,South,South Atlantic,US,2013-02-01,42.122578,25.856842,2,2
698,South,South Atlantic,US,2013-03-01,47.98097,30.25336,2,2
699,South,South Atlantic,US,2013-04-01,59.575005,40.406654,2,2
700,South,South Atlantic,US,2013-05-01,70.432755,51.55353,2,2
701,South,South Atlantic,US,2013-06-01,79.17718,61.410885,2,2
702,South,South Atlantic,US,2013-07-01,82.80203,66.03761,2,2
703,South,South Atlantic,US,2013-08-01,81.29429,64.00205,2,2
704,South,South Atlantic,US,2013-09-01,76.15166,58.593536,2,2
705,South,South Atlantic,US,2013-10-01,63.6975,47.263817,2,2
706,South,South Atlantic,US,2013-11-01,50.27936,35.116596,2,2
707,South,South Atlantic,US,2013-12-01,40.530266,24.921843,2,2
708,South,South Atlantic,US,2014-01-01,38.565807,20.161634,2,2
709,South,South Atlantic,US,2014-02-01,39.65571,22.225708,2,2
710,South,South Atlantic,US,2014-03-01,49.07133,29.145922,2,2
711,South,South Atlantic,US,2014-04-01,61.239475,41.563713,2,2
712,South,South Atlantic,US,2014-05-01,71.32786,52.01782,2,2
713,South,South Atlantic,US,2014-06-01,78.87824,60.82165,2,2
714,South,South Atlantic,US,2014-07-01,82.224915,64.17704,2,2
715,South,South Atlantic,US,2014-08-01,80.84622,63.50435,2,2
716,South,South Atlantic,US,2014-09-01,75.69442,58.238655,2,2
717,South,South Atlantic,US,2014-10-01,65.801765,49.327496,2,2
718,South,South Atlantic,US,2014-11-01,48.847008,33.220535,2,2
719,South,South Atlantic,US,2014-12-01,43.69592,30.92338,2,2
720,South,South Atlantic,US,2015-01-01,39.75209,23.66708,2,2
721,South,South Atlantic,US,2015-02-01,38.720665,20.061926,2,2
722,South,South Atlantic,US,2015-03-01,52.50699,32.869568,2,2
723,South,South Atlantic,US,2015-04-01,62.449833,43.59965,2,2
724,South,South Atlantic,US,2015-05-01,72.12955,53.33543,2,2
725,South,South Atlantic,US,2015-06-01,79.76712,61.935715,2,2
726,South,South Atlantic,US,2015-07-01,83.077896,65.57139,2,2
727,South,South Atlantic,US,2015-08-01,82.709694,64.27945,2,2
728,South,South Atlantic,US,2015-09-01,78.4553,60.464005,2,2
729,South,South Atlantic,US,2015-10-01,65.45173,49.266983,2,2
730,South,South Atlantic,US,2015-11-01,54.391712,39.458416,2,2
731,South,South Atlantic,US,2015-12-01,48.458126,35.103172,2,2
732,South,South Atlantic,US,2016-01-01,39.274536,24.255241,2,2
733,South,South Atlantic,US,2016-02-01,45.903133,29.12705,2,2
734,South,South Atlantic,US,2016-03-01,56.460552,38.427082,2,2
735,South,South Atlantic,US,2016-04-01,62.170242,43.301945,2,2
736,South,South Atlantic,US,2016-05-01,69.73598,51.51915,2,2
737,South,South Atlantic,US,2016-06-01,81.57324,62.33277,2,2
738,South,South Atlantic,US,2016-07-01,84.93402,66.87448,2,2
739,South,South Atlantic,US,2016-08-01,83.35387,66.44628,2,2
740,South,South Atlantic,US,2016-09-01,77.273186,60.41224,2,2
741,South,South Atlantic,US,2016-10-01,67.37902,50.68877,2,2
742,South,South Atlantic,US,2016-11-01,56.796062,40.87989,2,2
743,South,South Atlantic,US,2016-12-01,41.26404,27.313189,2,2
744,South,South Atlantic,US,2017-01-01,41.90498,28.098434,2,2
745,South,South Atlantic,US,2017-02-01,49.888683,32.741917,2,2
746,South,South Atlantic,US,2017-03-01,52.841038,34.781094,2,2
747,South,South Atlantic,US,2017-04-01,64.13421,45.215446,2,2
748,South,South Atlantic,US,2017-05-01,69.75774,51.04952,2,2
749,South,South Atlantic,US,2017-06-01,79.35568,60.654152,2,2
750,South,South Atlantic,US,2017-07-01,83.95581,65.75623,2,2
751,South,South Atlantic,US,2017-08-01,80.32645,63.017067,2,2
752,South,South Atlantic,US,2017-09-01,76.14651,58.461975,2,2
753,South,South Atlantic,US,2017-10-01,66.55485,49.371624,2,2
754,South,South Atlantic,US,2017-11-01,53.514507,37.586212,2,2
755,South,South Atlantic,US,2017-12-01,42.017296,27.360903,2,2
756,South,South Atlantic,US,2018-01-01,40.195778,23.562857,2,2
757,South,South Atlantic,US,2018-02-01,46.72872,29.193977,2,2
758,South,South Atlantic,US,2018-03-01,49.48081,32.33441,2,2
759,South,South Atlantic,US,2018-04-01,58.484093,38.418507,2,2
760,South,South Atlantic,US,2018-05-01,75.25075,55.555325,2,2
761,South,South Atlantic,US,2018-06-01,80.67021,61.7048,2,2
762,South,South Atlantic,US,2018-07-01,84.311775,65.721565,2,2
763,South,South Atlantic,US,2018-08-01,82.67504,65.13591,2,2
764,South,South Atlantic,US,2018-09-01,76.80097,60.421917,2,2
765,South,South Atlantic,US,2018-10-01,62.845207,47.35394,2,2
766,South,South Atlantic,US,2018-11-01,48.028564,33.698154,2,2
767,South,South Atlantic,US,2018-12-01,43.19066,29.248796,2,2
768,South,South Atlantic,US,2019-01-01,39.73206,24.050486,2,2
769,South,South Atlantic,US,2019-02-01,41.84358,25.524523,2,2
770,South,South Atlantic,US,2019-03-01,48.798893,30.879896,2,2
771,South,South Atlantic,US,2019-04-01,62.269325,43.275093,2,2
772,South,South Atlantic,US,2019-05-01,69.7147,51.565434,2,2
773,South,South Atlantic,US,2019-06-01,78.176506,59.66433,2,2
774,South,South Atlantic,US,2019-07-01,84.53965,65.99333,2,2
775,South,South Atlantic,US,2019-08-01,82.84969,64.44682,2,2
776,South,South Atlantic,US,2019-09-01,78.86868,60.478626,2,2
777,South,South Atlantic,US,2019-10-01,63.40115,46.442154,2,2
778,South,South Atlantic,US,2019-11-01,50.071445,33.57839,2,2
779,South,South Atlantic,US,2019-12-01,44.53673,29.925077,2,2
780,South,South Atlantic,US,2020-01-01,43.038433,28.764698,2,2
781,South,South Atlantic,US,2020-02-01,44.830307,28.132536,2,2
782,South,South Atlantic,US,2020-03-01,55.099632,37.56728,2,2
783,South,South Atlantic,US,2020-04-01,59.88827,40.586918,2,2
784,South,South Atlantic,US,2020-05-01,69.80334,50.48561,2,2
785,South,South Atlantic,US,2020-06-01,80.46792,60.878918,2,2
786,South,South Atlantic,US,2020-07-01,85.53074,66.678604,2,2
787,South,South Atlantic,US,2020-08-01,83.68024,65.03401,2,2
788,South,South Atlantic,US,2020-09-01,76.037384,57.46468,2,2
789,South,South Atlantic,US,2020-10-01,64.476654,47.113594,2,2
790,South,South Atlantic,US,2020-11-01,56.240623,39.49886,2,2
791,South,South Atlantic,US,2020-12-01,44.279423,29.150827,2,2
792,Midwest,East North Central,US,2010-01-01,36.937668,22.68431,0,0
793,Midwest,East North Central,US,2010-02-01,38.076675,23.072702,0,0
794,Midwest,East North Central,US,2010-03-01,52.501175,34.194633,0,0
795,Midwest,East North Central,US,2010-04-01,64.33341,44.25436,0,0
796,Midwest,East North Central,US,2010-05-01,71.21372,52.538177,0,0
797,Midwest,East North Central,US,2010-06-01,80.72977,62.77771,0,0
798,Midwest,East North Central,US,2010-07-01,84.79057,66.902374,0,0
799,Midwest,East North Central,US,2010-08-01,83.88784,66.07894,0,0
800,Midwest,East North Central,US,2010-09-01,77.41048,59.109478,0,0
801,Midwest,East North Central,US,2010-10-01,66.02441,48.25433,0,0
802,Midwest,East North Central,US,2010-11-01,52.30418,36.416477,0,0
803,Midwest,East North Central,US,2010-12-01,38.474895,24.863665,0,0
804,Midwest,East North Central,US,2011-01-01,36.313534,21.066587,0,0
805,Midwest,East North Central,US,2011-02-01,42.636295,24.629112,0,0
806,Midwest,East North Central,US,2011-03-01,50.95763,33.4567,0,0
807,Midwest,East North Central,US,2011-04-01,62.267063,43.468475,0,0
808,Midwest,East North Central,US,2011-05-01,69.74315,51.4604,0,0
809,Midwest,East North Central,US,2011-06-01,79.98577,61.15583,0,0
810,Midwest,East North Central,US,2011-07-01,86.217705,67.62363,0,0
811,Midwest,East North Central,US,2011-08-01,84.0087,65.868706,0,0
812,Midwest,East North Central,US,2011-09-01,75.506004,58.293713,0,0
813,Midwest,East North Central,US,2011-10-01,64.195885,47.466927,0,0
814,Midwest,East North Central,US,2011-11-01,53.815475,38.06377,0,0
815,Midwest,East North Central,US,2011-12-01,45.00038,30.273228,0,0
816,Midwest,East North Central,US,2012-01-01,44.223515,27.548407,0,0
817,Midwest,East North Central,US,2012-02-01,46.161205,29.881369,0,0
818,Midwest,East North Central,US,2012-03-01,59.99025,41.062523,0,0
819,Midwest,East North Central,US,2012-04-01,64.24842,44.52936,0,0
820,Midwest,East North Central,US,2012-05-01,74.034744,54.765865,0,0
821,Midwest,East North Central,US,2012-06-01,80.776474,60.855713,0,0
822,Midwest,East North Central,US,2012-07-01,86.77108,68.06401,0,0
823,Midwest,East North Central,US,2012-08-01,83.5526,64.89278,0,0
824,Midwest,East North Central,US,2012-09-01,76.08401,57.84889,0,0
825,Midwest,East North Central,US,2012-10-01,63.75408,47.426395,0,0
826,Midwest,East North Central,US,2012-11-01,52.389538,36.02224,0,0
827,Midwest,East North Central,US,2012-12-01,44.68894,31.060001,0,0
828,Midwest,East North Central,US,2013-01-01,41.34425,25.305923,0,0
829,Midwest,East North Central,US,2013-02-01,42.122578,25.856842,0,0
830,Midwest,East North Central,US,2013-03-01,47.98097,30.25336,0,0
831,Midwest,East North Central,US,2013-04-01,59.575005,40.406654,0,0
832,Midwest,East North Central,US,2013-05-01,70.432755,51.55353,0,0
833,Midwest,East North Central,US,2013-06-01,79.17718,61.410885,0,0
834,Midwest,East North Central,US,2013-07-01,82.80203,66.03761,0,0
835,Midwest,East North Central,US,2013-08-01,81.29429,64.00205,0,0
836,Midwest,East North Central,US,2013-09-01,76.15166,58.593536,0,0
837,Midwest,East North Central,US,2013-10-01,63.6975,47.263817,0,0
838,Midwest,East North Central,US,2013-11-01,50.27936,35.116596,0,0
839,Midwest,East North Central,US,2013-12-01,40.530266,24.921843,0,0
840,Midwest,East North Central,US,2014-01-01,38.565807,20.161634,0,0
841,Midwest,East North Central,US,2014-02-01,39.65571,22.225708,0,0
842,Midwest,East North Central,US,2014-03-01,49.07133,29.145922,0,0
843,Midwest,East North Central,US,2014-04-01,61.239475,41.563713,0,0
844,Midwest,East North Central,US,2014-05-01,71.32786,52.01782,0,0
845,Midwest,East North Central,US,2014-06-01,78.87824,60.82165,0,0
846,Midwest,East North Central,US,2014-07-01,82.224915,64.17704,0,0
847,Midwest,East North Central,US,2014-08-01,80.84622,63.50435,0,0
848,Midwest,East North Central,US,2014-09-01,75.69442,58.238655,0,0
849,Midwest,East North Central,US,2014-10-01,65.801765,49.327496,0,0
850,Midwest,East North Central,US,2014-11-01,48.847008,33.220535,0,0
851,Midwest,East North Central,US,2014-12-01,43.69592,30.92338,0,0
852,Midwest,East North Central,US,2015-01-01,39.75209,23.66708,0,0
853,Midwest,East North Central,US,2015-02-01,38.720665,20.061926,0,0
854,Midwest,East North Central,US,2015-03-01,52.50699,32.869568,0,0
855,Midwest,East North Central,US,2015-04-01,62.449833,43.59965,0,0
856,Midwest,East North Central,US,2015-05-01,72.12955,53.33543,0,0
857,Midwest,East North Central,US,2015-06-01,79.76712,61.935715,0,0
858,Midwest,East North Central,US,2015-07-01,83.077896,65.57139,0,0
859,Midwest,East North Central,US,2015-08-01,82.709694,64.27945,0,0
860,Midwest,East North Central,US,2015-09-01,78.4553,60.464005,0,0
861,Midwest,East North Central,US,2015-10-01,65.45173,49.266983,0,0
862,Midwest,East North Central,US,2015-11-01,54.391712,39.458416,0,0
863,Midwest,East North Central,US,2015-12-01,48.458126,35.103172,0,0
864,Midwest,East North Central,US,2016-01-01,39.274536,24.255241,0,0
865,Midwest,East North Central,US,2016-02-01,45.903133,29.12705,0,0
866,Midwest,East North Central,US,2016-03-01,56.460552,38.427082,0,0
867,Midwest,East North Central,US,2016-04-01,62.170242,43.301945,0,0
868,Midwest,East North Central,US,2016-05-01,69.73598,51.51915,0,0
869,Midwest,East North Central,US,2016-06-01,81.57324,62.33277,0,0
870,Midwest,East North Central,US,2016-07-01,84.93402,66.87448,0,0
871,Midwest,East North Central,US,2016-08-01,83.35387,66.44628,0,0
872,Midwest,East North Central,US,2016-09-01,77.273186,60.41224,0,0
873,Midwest,East North Central,US,2016-10-01,67.37902,50.68877,0,0
874,Midwest,East North Central,US,2016-11-01,56.796062,40.87989,0,0
875,Midwest,East North Central,US,2016-12-01,41.26404,27.313189,0,0
876,Midwest,East North Central,US,2017-01-01,41.90498,28.098434,0,0
877,Midwest,East North Central,US,2017-02-01,49.888683,32.741917,0,0
878,Midwest,East North Central,US,2017-03-01,52.841038,34.781094,0,0
879,Midwest,East North Central,US,2017-04-01,64.13421,45.215446,0,0
880,Midwest,East North Central,US,2017-05-01,69.75774,51.04952,0,0
881,Midwest,East North Central,US,2017-06-01,79.35568,60.654152,0,0
882,Midwest,East North Central,US,2017-07-01,83.95581,65.75623,0,0
883,Midwest,East North Central,US,2017-08-01,80.32645,63.017067,0,0
884,Midwest,East North Central,US,2017-09-01,76.14651,58.461975,0,0
885,Midwest,East North Central,US,2017-10-01,66.55485,49.371624,0,0
886,Midwest,East North Central,US,2017-11-01,53.514507,37.586212,0,0
887,Midwest,East North Central,US,2017-12-01,42.017296,27.360903,0,0
888,Midwest,East North Central,US,2018-01-01,40.195778,23.562857,0,0
889,Midwest,East North Central,US,2018-02-01,46.72872,29.193977,0,0
890,Midwest,East North Central,US,2018-03-01,49.48081,32.33441,0,0
891,Midwest,East North Central,US,2018-04-01,58.484093,38.418507,0,0
892,Midwest,East North Central,US,2018-05-01,75.25075,55.555325,0,0
893,Midwest,East North Central,US,2018-06-01,80.67021,61.7048,0,0
894,Midwest,East North Central,US,2018-07-01,84.311775,65.721565,0,0
895,Midwest,East North Central,US,2018-08-01,82.67504,65.13591,0,0
896,Midwest,East North Central,US,2018-09-01,76.80097,60.421917,0,0
897,Midwest,East North Central,US,2018-10-01,62.845207,47.35394,0,0
898,Midwest,East North Central,US,2018-11-01,48.028564,33.698154,0,0
899,Midwest,East North Central,US,2018-12-01,43.19066,29.248796,0,0
900,Midwest,East North Central,US,2019-01-01,39.73206,24.050486,0,0
901,Midwest,East North Central,US,2019-02-01,41.84358,25.524523,0,0
902,Midwest,East North Central,US,2019-03-01,48.798893,30.879896,0,0
903,Midwest,East North Central,US,2019-04-01,62.269325,43.275093,0,0
904,Midwest,East North Central,US,2019-05-01,69.7147,51.565434,0,0
905,Midwest,East North Central,US,2019-06-01,78.176506,59.66433,0,0
906,Midwest,East North Central,US,2019-07-01,84.53965,65.99333,0,0
907,Midwest,East North Central,US,2019-08-01,82.84969,64.44682,0,0
908,Midwest,East North Central,US,2019-09-01,78.86868,60.478626,0,0
909,Midwest,East North Central,US,2019-10-01,63.40115,46.442154,0,0
910,Midwest,East North Central,US,2019-11-01,50.071445,33.57839,0,0
